MedInc,HouseAge,AveRooms,AveBedrms,AveOccup,Price,Country
4.74325,24.0,3.0,3.0,3.5999999999999996,150420.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,130691.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,92650.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,116630.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,140610.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,135105.5,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,147139.1,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,104204.00000000001,Slovakia
2.5633999999999997,24.0,1.0,,,58860.00000000001,Slovakia
2.5633999999999997,24.0,4.0,4.0,4.8,107910.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,92541.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,114450.00000000001,Slovakia
2.5633999999999997,24.0,1.0,,,68670.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,102460.00000000001,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,130800.00000000001,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,103550.00000000001,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,106820.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,114450.00000000001,Slovakia
2.5633999999999997,24.0,1.0,,,68670.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,117720.00000000001,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,81750.0,Slovakia
2.5633999999999997,24.0,4.0,4.0,4.8,107910.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,124260.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,100280.00000000001,Slovakia
15.0001,14.0,3.0,3.0,3.5999999999999996,686700.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,92650.0,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,89380.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,100280.00000000001,Slovakia
15.0001,24.0,2.0,2.0,2.4,270756.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,87200.0,Slovakia
15.0001,24.0,3.0,3.0,3.5999999999999996,414200.00000000006,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,178215.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,134615.0,Slovakia
4.74325,24.0,1.0,1.0,1.2,158050.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,222796.00000000003,Slovakia
3.5347999999999997,24.0,1.0,1.0,1.2,138430.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,134070.0,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,158050.0,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,158050.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,272391.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,302911.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,283182.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,270756.0,Slovakia
4.74325,24.0,1.0,1.0,1.2,161701.5,Slovakia
15.0001,24.0,2.0,2.0,2.4,276206.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,283727.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,282092.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,271846.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,271846.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,271192.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,272391.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,303456.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,276206.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,302911.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,275007.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,271192.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,275225.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,134615.0,Slovakia
15.0001,24.0,4.0,4.0,4.8,298224.0,Slovakia
15.0001,24.0,4.0,4.0,4.8,298224.0,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,178215.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,134615.0,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,178215.0,Slovakia
4.74325,24.0,2.0,2.0,2.4,153402.24000000002,Slovakia
4.74325,24.0,2.0,2.0,2.4,153402.24000000002,Slovakia
15.0001,24.0,4.0,4.0,4.8,298224.0,Slovakia
4.74325,24.0,2.0,2.0,2.4,163500.0,Slovakia
15.0001,24.0,2.0,2.0,2.4,317190.0,Slovakia
4.74325,24.0,2.0,2.0,2.4,163500.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,134615.0,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,164590.0,Slovakia
15.0001,24.0,4.0,4.0,4.8,278473.2,Slovakia
4.74325,24.0,2.0,2.0,2.4,153402.24000000002,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,163391.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,76191.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,70741.0,Slovakia
2.5633999999999997,24.0,1.0,,,57770.00000000001,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,97991.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,130691.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,114439.1,Slovakia
2.5633999999999997,24.0,1.0,,,74120.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,92650.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,76191.0,Slovakia
2.5633999999999997,7.0,2.0,2.0,2.4,84911.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,128620.00000000001,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,81532.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,130800.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,128620.00000000001,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,76300.0,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,103550.00000000001,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,90459.1,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,91549.1,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,92639.1,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,102449.1,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,103550.00000000001,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,81750.0,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,152600.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,109000.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,125350.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,74120.0,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,92650.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,147041.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,140610.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,69651.0,Slovakia
15.0001,24.0,4.0,4.0,4.8,245141.00000000003,Slovakia
15.0001,24.0,3.0,3.0,3.5999999999999996,224431.00000000003,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,106820.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,97446.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,139084.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,135705.0,Slovakia
3.5347999999999997,24.0,1.0,1.0,1.2,119900.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,97010.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,114341.00000000001,Slovakia
2.5633999999999997,24.0,1.0,,,59950.00000000001,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,81750.0,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,136141.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,135160.0,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,105730.00000000001,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,89380.0,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,137231.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,98089.1,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,136250.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,136250.0,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,166770.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,124249.1,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,79570.0,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,95920.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,147041.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,147477.0,Slovakia
15.0001,24.0,3.0,3.0,3.5999999999999996,245141.00000000003,Slovakia
4.74325,24.0,2.0,2.0,2.4,157396.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,147477.0,Slovakia
15.0001,24.0,3.0,3.0,3.5999999999999996,224431.00000000003,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,69651.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,70741.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,97446.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,104204.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,103550.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,81750.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,114450.00000000001,Slovakia
2.5633999999999997,24.0,1.0,,,59950.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,119736.50000000001,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,62130.00000000001,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,174291.0,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,97991.0,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,183665.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,137231.0,Slovakia
4.74325,24.0,2.0,2.0,2.4,157287.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,137231.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,89925.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,89925.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,70850.0,Slovakia
3.5347999999999997,24.0,1.0,1.0,1.2,119900.00000000001,Slovakia
3.5347999999999997,24.0,1.0,1.0,1.2,128500.1,Slovakia
3.5347999999999997,24.0,1.0,1.0,1.2,121535.00000000001,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,79570.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,114450.00000000001,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,122080.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,133961.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,129601.00000000001,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,144861.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,123061.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,139411.0,Slovakia
4.74325,24.0,4.0,4.0,4.8,161211.0,Slovakia
15.0001,24.0,5.0,5.0,6.0,446900.00000000006,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,112161.00000000001,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,75101.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,73030.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,73030.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,141591.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,112161.00000000001,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,140610.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,101370.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,130255.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,69324.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,125241.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,125350.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,107910.00000000001,Slovakia
3.5347999999999997,11.0,2.0,2.0,2.4,138430.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,75210.0,Slovakia
3.5347999999999997,2.0,3.0,3.0,3.5999999999999996,125350.00000000001,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,136250.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,125404.50000000001,Slovakia
2.5633999999999997,5.0,3.0,3.0,3.5999999999999996,103495.50000000001,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,124151.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,103550.00000000001,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,132980.0,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,132980.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,149221.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,141700.0,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,135160.0,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,141155.0,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,136250.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,124260.00000000001,Slovakia
4.74325,24.0,2.0,2.0,2.4,168950.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,108989.1,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,133961.0,Slovakia
3.5347999999999997,24.0,4.0,4.0,4.8,132980.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,126440.00000000001,Slovakia
2.5633999999999997,24.0,1.0,,,65291.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,92650.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,130691.00000000001,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,124151.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,119889.1,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,141689.1,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,141591.0,Slovakia
4.74325,24.0,4.0,4.0,4.8,158050.0,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,183665.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,68670.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,70741.0,Slovakia
4.74325,24.0,4.0,4.0,4.8,162410.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,119791.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,125339.1,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,98100.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,134070.0,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,107365.00000000001,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,140610.0,Slovakia
4.74325,24.0,2.0,2.0,2.4,152491.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,117720.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,106057.00000000001,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,107910.00000000001,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,107910.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,98100.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,130691.00000000001,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,192340.31000000003,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,107801.00000000001,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,54500.00000000001,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,136250.0,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,114450.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,79570.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,81750.0,Slovakia
2.5633999999999997,2.0,2.0,2.0,2.4,94830.0,Slovakia
3.5347999999999997,2.0,3.0,3.0,3.5999999999999996,123933.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,101370.00000000001,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,113360.00000000001,Slovakia
3.5347999999999997,24.0,3.0,3.0,3.5999999999999996,127530.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,107801.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,107801.00000000001,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,90470.0,Slovakia
2.5633999999999997,24.0,1.0,1.0,1.2,75210.0,Slovakia
3.5347999999999997,24.0,2.0,2.0,2.4,136032.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,93631.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,103550.00000000001,Slovakia
2.5633999999999997,24.0,3.0,3.0,3.5999999999999996,103550.00000000001,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,81750.0,Slovakia
15.0001,24.0,3.0,3.0,3.5999999999999996,233805.00000000003,Slovakia
4.74325,24.0,3.0,3.0,3.5999999999999996,169931.0,Slovakia
2.5633999999999997,24.0,2.0,2.0,2.4,100280.00000000001,Slovakia
